msnbot-157-56-229-247.search.msn.com - - [23/Sep/2013:16:00:05 +0200] "GET /robots.txt HTTP/1.1" 200 302 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
host-95-195-20-49.mobileonline.telia.com - - [23/Sep/2013:16:21:43 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18596 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1"
m77-218-154-132.cust.tele2.se - - [23/Sep/2013:16:22:08 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 304 175 "http://atmycasa.blogspot.se/?m=1" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25"
m77-218-154-132.cust.tele2.se - - [23/Sep/2013:16:22:08 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 304 175 "http://atmycasa.blogspot.se/?m=1" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25"
m77-218-154-132.cust.tele2.se - - [23/Sep/2013:16:22:08 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 304 175 "http://atmycasa.blogspot.se/?m=1" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25"
mail.hydac.se - - [23/Sep/2013:16:23:41 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.0" 304 175 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)"
mail.hydac.se - - [23/Sep/2013:16:23:41 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.0" 200 19710 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)"
mail.hydac.se - - [23/Sep/2013:16:23:41 +0200] "GET /atmycasa/instagram.jpg HTTP/1.0" 200 18596 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)"
h69n2fls301o291.telia.com - - [23/Sep/2013:16:24:08 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)"
h69n2fls301o291.telia.com - - [23/Sep/2013:16:24:08 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 200 19710 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)"
h69n2fls301o291.telia.com - - [23/Sep/2013:16:24:08 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18596 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)"
195.7.78.23 - - [23/Sep/2013:16:24:23 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 200 19710 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.76 Safari/537.36"
195.7.78.23 - - [23/Sep/2013:16:24:23 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18596 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.76 Safari/537.36"
195.7.78.23 - - [23/Sep/2013:16:24:23 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.76 Safari/537.36"
c-5eeaaac1-74736162.cust.telenor.se - - [23/Sep/2013:16:25:08 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 200 19710 "http://atmycasa.blogspot.se/?m=1" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Mobile/11A465 [FBAN/FBIOS;FBAV/6.4;FBBV/290891;FBDV/iPhone5,2;FBMD/iPhone;FBSN/iPhone OS;FBSV/7.0;FBSS/2; FBCR/Telenor;FBID/phone;FBLC/en_US;FBOP/1]"
c-5eeaaac1-74736162.cust.telenor.se - - [23/Sep/2013:16:25:08 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18596 "http://atmycasa.blogspot.se/?m=1" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Mobile/11A465 [FBAN/FBIOS;FBAV/6.4;FBBV/290891;FBDV/iPhone5,2;FBMD/iPhone;FBSN/iPhone OS;FBSV/7.0;FBSS/2; FBCR/Telenor;FBID/phone;FBLC/en_US;FBOP/1]"
c-5eeaaac1-74736162.cust.telenor.se - - [23/Sep/2013:16:25:08 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.se/?m=1" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Mobile/11A465 [FBAN/FBIOS;FBAV/6.4;FBBV/290891;FBDV/iPhone5,2;FBMD/iPhone;FBSN/iPhone OS;FBSV/7.0;FBSS/2; FBCR/Telenor;FBID/phone;FBLC/en_US;FBOP/1]"
h-176-10-249-106.na.cust.bahnhof.se - - [23/Sep/2013:16:25:13 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 200 19710 "http://atmycasa.blogspot.se/2013/09/svensktsmormagi.html" "Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3"
h-176-10-249-106.na.cust.bahnhof.se - - [23/Sep/2013:16:25:14 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18596 "http://atmycasa.blogspot.se/2013/09/svensktsmormagi.html" "Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3"
h-176-10-249-106.na.cust.bahnhof.se - - [23/Sep/2013:16:25:14 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.se/2013/09/svensktsmormagi.html" "Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3"
pD9E4BD44.dip0.t-ipconnect.de - - [23/Sep/2013:16:25:37 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 200 19710 "http://atmycasa.blogspot.de/" "Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.16"
pD9E4BD44.dip0.t-ipconnect.de - - [23/Sep/2013:16:25:37 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18596 "http://atmycasa.blogspot.de/" "Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.16"
pD9E4BD44.dip0.t-ipconnect.de - - [23/Sep/2013:16:25:40 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.de/" "Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.16"
h169n10-hst-a14.ias.bredband.telia.com - - [23/Sep/2013:16:26:06 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 304 175 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25"
h169n10-hst-a14.ias.bredband.telia.com - - [23/Sep/2013:16:26:06 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 304 175 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25"
195.196.147.57 - - [23/Sep/2013:16:26:08 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 200 19710 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)"
195.196.147.57 - - [23/Sep/2013:16:26:08 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)"
195.196.147.57 - - [23/Sep/2013:16:26:08 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18596 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)"
81-235-201-76-no55.tbcn.telia.com - - [23/Sep/2013:16:26:41 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25"
81-235-201-76-no55.tbcn.telia.com - - [23/Sep/2013:16:26:41 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 200 19710 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25"
81-235-201-76-no55.tbcn.telia.com - - [23/Sep/2013:16:26:41 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18596 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25"
m5-241-123-169.cust.tele2.se - - [23/Sep/2013:16:28:33 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 200 19710 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25"
m5-241-123-169.cust.tele2.se - - [23/Sep/2013:16:28:33 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18596 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25"
m5-241-123-169.cust.tele2.se - - [23/Sep/2013:16:28:33 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25"
m83-185-136-176.cust.tele2.se - - [23/Sep/2013:16:29:11 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18596 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; MATM)"
m83-185-136-176.cust.tele2.se - - [23/Sep/2013:16:29:11 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 200 19710 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; MATM)"
m83-185-136-176.cust.tele2.se - - [23/Sep/2013:16:29:11 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; MATM)"
kk123-1.kalmar.se - - [23/Sep/2013:16:29:21 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 200 19710 "http://atmycasa.blogspot.se/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/4.0; .NET CLR 1.1.4322)"
kk123-1.kalmar.se - - [23/Sep/2013:16:29:21 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.se/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/4.0; .NET CLR 1.1.4322)"
kk123-1.kalmar.se - - [23/Sep/2013:16:29:21 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18595 "http://atmycasa.blogspot.se/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/4.0; .NET CLR 1.1.4322)"
91.190.5.152 - - [23/Sep/2013:16:30:10 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 200 19710 "http://atmycasa.blogspot.ch/" "Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25"
91.190.5.152 - - [23/Sep/2013:16:30:10 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18596 "http://atmycasa.blogspot.ch/" "Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25"
91.190.5.152 - - [23/Sep/2013:16:30:10 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.ch/" "Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25"
privat-54178f0d.gavlenet.com - - [23/Sep/2013:16:32:16 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0"
privat-54178f0d.gavlenet.com - - [23/Sep/2013:16:32:16 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 200 19710 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0"
privat-54178f0d.gavlenet.com - - [23/Sep/2013:16:32:16 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18596 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0"
archaic.skjegg.com - - [23/Sep/2013:16:32:24 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.no/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10"
archaic.skjegg.com - - [23/Sep/2013:16:32:24 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18596 "http://atmycasa.blogspot.no/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10"
archaic.skjegg.com - - [23/Sep/2013:16:32:24 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 200 19710 "http://atmycasa.blogspot.no/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10"
static-213.134.117.16.addr.tdcsong.se - - [23/Sep/2013:16:32:39 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)"
static-213.134.117.16.addr.tdcsong.se - - [23/Sep/2013:16:32:39 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 200 19710 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)"
static-213.134.117.16.addr.tdcsong.se - - [23/Sep/2013:16:32:39 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18596 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)"
81-233-65-197-no133.tbcn.telia.com - - [23/Sep/2013:16:33:53 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 304 175 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.76 Safari/537.36"
81-233-65-197-no133.tbcn.telia.com - - [23/Sep/2013:16:33:53 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 304 174 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.76 Safari/537.36"
185.14.174.252 - - [23/Sep/2013:16:34:06 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 200 19710 "http://atmycasa.blogspot.se/?m=1" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25"
185.14.174.252 - - [23/Sep/2013:16:34:06 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18596 "http://atmycasa.blogspot.se/?m=1" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25"
185.14.174.252 - - [23/Sep/2013:16:34:06 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.se/?m=1" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25"
138.233.8.221 - - [23/Sep/2013:16:34:07 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 304 118 "http://atmycasa.blogspot.se/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET CLR 1.1.4322)"
138.233.8.221 - - [23/Sep/2013:16:34:07 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 304 118 "http://atmycasa.blogspot.se/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET CLR 1.1.4322)"
138.233.8.221 - - [23/Sep/2013:16:34:07 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 304 118 "http://atmycasa.blogspot.se/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET CLR 1.1.4322)"
c83-253-102-82.bredband.comhem.se - - [23/Sep/2013:16:34:28 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.se/2012/07/antligen-kanns-valdigt-konstigt-att.html" "Mozilla/5.0 (iPad; CPU OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53"
c83-253-102-82.bredband.comhem.se - - [23/Sep/2013:16:34:28 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18596 "http://atmycasa.blogspot.se/2012/07/antligen-kanns-valdigt-konstigt-att.html" "Mozilla/5.0 (iPad; CPU OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53"
c83-253-102-82.bredband.comhem.se - - [23/Sep/2013:16:34:28 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 200 19710 "http://atmycasa.blogspot.se/2012/07/antligen-kanns-valdigt-konstigt-att.html" "Mozilla/5.0 (iPad; CPU OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53"
109.58.145.185.bredband.tre.se - - [23/Sep/2013:16:34:51 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 304 175 "http://atmycasa.blogspot.se/?m=1" "Mozilla/5.0 (Linux; U; Android 4.0.3; sv-se; Sensation_Z710e Build/IML74K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
109.58.145.185.bredband.tre.se - - [23/Sep/2013:16:34:51 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 304 175 "http://atmycasa.blogspot.se/?m=1" "Mozilla/5.0 (Linux; U; Android 4.0.3; sv-se; Sensation_Z710e Build/IML74K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
crawl-66-249-78-155.googlebot.com - - [23/Sep/2013:16:35:26 +0200] "GET /artister/sportbladets-fotbollspodd HTTP/1.1" 200 36874 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
90-229-152-45-no193.tbcn.telia.com - - [23/Sep/2013:16:35:40 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (iPad; CPU OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53"
c83-254-55-88.bredband.comhem.se - - [23/Sep/2013:16:35:46 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18596 "http://atmycasa.blogspot.se/2013/09/for-dina-sinnen.html?m=1" "Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3"
c83-254-55-88.bredband.comhem.se - - [23/Sep/2013:16:35:46 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.se/2013/09/for-dina-sinnen.html?m=1" "Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3"
c83-254-55-88.bredband.comhem.se - - [23/Sep/2013:16:35:46 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 200 19710 "http://atmycasa.blogspot.se/2013/09/for-dina-sinnen.html?m=1" "Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3"
crawl-66-249-78-155.googlebot.com - - [23/Sep/2013:16:36:17 +0200] "GET /artister/neverstore HTTP/1.1" 200 36844 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
h11n3-oer-d3.ias.bredband.telia.com - - [23/Sep/2013:16:37:12 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.76 Safari/537.36"
h11n3-oer-d3.ias.bredband.telia.com - - [23/Sep/2013:16:37:12 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 200 19710 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.76 Safari/537.36"
h11n3-oer-d3.ias.bredband.telia.com - - [23/Sep/2013:16:37:12 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18596 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.76 Safari/537.36"
88-83-42-127.customer.t3.se - - [23/Sep/2013:16:37:18 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 200 19710 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
88-83-42-127.customer.t3.se - - [23/Sep/2013:16:37:18 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
88-83-42-127.customer.t3.se - - [23/Sep/2013:16:37:18 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18596 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
79-133-3-53.bredband.aland.net - - [23/Sep/2013:16:37:42 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18596 "http://atmycasa.blogspot.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1"
79-133-3-53.bredband.aland.net - - [23/Sep/2013:16:37:42 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 200 19710 "http://atmycasa.blogspot.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1"
79-133-3-53.bredband.aland.net - - [23/Sep/2013:16:37:42 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1"
81-233-41-83-no18.tbcn.telia.com - - [23/Sep/2013:16:39:54 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18596 "http://atmycasa.blogspot.se/?m=1" "Mozilla/5.0 (iPad; CPU OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53"
81-233-41-83-no18.tbcn.telia.com - - [23/Sep/2013:16:39:55 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 200 19710 "http://atmycasa.blogspot.se/?m=1" "Mozilla/5.0 (iPad; CPU OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53"
81-233-41-83-no18.tbcn.telia.com - - [23/Sep/2013:16:39:55 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.se/?m=1" "Mozilla/5.0 (iPad; CPU OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53"
